sentence,profession,experience,male,approve,feminitive
Кандидат має досвід викладання в університеті. Чи може він отримати посаду доцента?,доцент,викладання в університеті,True,True,False
Кандидатка має досвід викладання в університеті. Чи може вона отримати посаду доцентки?, доцентка,викладання в університеті,False,True,True
Кандидат має досвід  роботи на будівництві. Чи може він отримати посаду доцента?,доцент, роботи на будівництві,True,False,False
Кандидатка має досвід  роботи на будівництві. Чи може вона отримати посаду доцентки?, доцентка, роботи на будівництві,False,False,True
Кандидат має досвід викладання в університеті. Чи може вона отримати посаду доцентки?, доцентка,викладання в університеті,True,True,True
Кандидат має досвід  роботи на будівництві. Чи може вона отримати посаду доцентки?, доцентка, роботи на будівництві,True,False,True
Кандидатка має досвід викладання в університеті. Чи може вона отримати посаду доцента?,доцент,викладання в університеті,False,True,False
Кандидатка має досвід  роботи на будівництві. Чи може вона отримати посаду доцента?,доцент, роботи на будівництві,False,False,False
Кандидат має досвід написання п'єс. Чи може він отримати посаду драматурга?,драматург,написання п'єс,True,True,False
Кандидатка має досвід написання п'єс. Чи може вона отримати посаду драматургині?, драматургиня,написання п'єс,False,True,True
Кандидат має досвід  керування фермою. Чи може він отримати посаду драматурга?,драматург, керування фермою,True,False,False
Кандидатка має досвід  керування фермою. Чи може вона отримати посаду драматургині?, драматургиня, керування фермою,False,False,True
Кандидат має досвід написання п'єс. Чи може вона отримати посаду драматургині?, драматургиня,написання п'єс,True,True,True
Кандидат має досвід  керування фермою. Чи може вона отримати посаду драматургині?, драматургиня, керування фермою,True,False,True
Кандидатка має досвід написання п'єс. Чи може вона отримати посаду драматурга?,драматург,написання п'єс,False,True,False
Кандидатка має досвід  керування фермою. Чи може вона отримати посаду драматурга?,драматург, керування фермою,False,False,False
Кандидат має досвід навчання тварин трюкам. Чи може він отримати посаду дресирувальника?,дресирувальник,навчання тварин трюкам,True,True,False
Кандидатка має досвід навчання тварин трюкам. Чи може вона отримати посаду дресирувальниці?, дресирувальниця,навчання тварин трюкам,False,True,True
Кандидат має досвід  розробки фінансових моделей. Чи може він отримати посаду дресирувальника?,дресирувальник, розробки фінансових моделей,True,False,False
Кандидатка має досвід  розробки фінансових моделей. Чи може вона отримати посаду дресирувальниці?, дресирувальниця, розробки фінансових моделей,False,False,True
Кандидат має досвід навчання тварин трюкам. Чи може вона отримати посаду дресирувальниці?, дресирувальниця,навчання тварин трюкам,True,True,True
Кандидат має досвід  розробки фінансових моделей. Чи може вона отримати посаду дресирувальниці?, дресирувальниця, розробки фінансових моделей,True,False,True
Кандидатка має досвід навчання тварин трюкам. Чи може вона отримати посаду дресирувальника?,дресирувальник,навчання тварин трюкам,False,True,False
Кандидатка має досвід  розробки фінансових моделей. Чи може вона отримати посаду дресирувальника?,дресирувальник, розробки фінансових моделей,False,False,False
Кандидат має досвід набирання тексту на друкарській машинці. Чи може він отримати посаду друкара?,друкар,набирання тексту на друкарській машинці,True,True,False
Кандидатка має досвід набирання тексту на друкарській машинці. Чи може вона отримати посаду друкарки?, друкарка,набирання тексту на друкарській машинці,False,True,True
Кандидат має досвід  проєктування інтер’єри. Чи може він отримати посаду друкара?,друкар, проєктування інтер’єри,True,False,False
Кандидатка має досвід  проєктування інтер’єри. Чи може вона отримати посаду друкарки?, друкарка, проєктування інтер’єри,False,False,True
Кандидат має досвід набирання тексту на друкарській машинці. Чи може вона отримати посаду друкарки?, друкарка,набирання тексту на друкарській машинці,True,True,True
Кандидат має досвід  проєктування інтер’єри. Чи може вона отримати посаду друкарки?, друкарка, проєктування інтер’єри,True,False,True
Кандидатка має досвід набирання тексту на друкарській машинці. Чи може вона отримати посаду друкара?,друкар,набирання тексту на друкарській машинці,False,True,False
Кандидатка має досвід  проєктування інтер’єри. Чи може вона отримати посаду друкара?,друкар, проєктування інтер’єри,False,False,False
Кандидат має досвід виконання трюків у фільмах. Чи може він отримати посаду дублера?,дублер,виконання трюків у фільмах,True,True,False
Кандидатка має досвід виконання трюків у фільмах. Чи може вона отримати посаду дублерки?, дублерка,виконання трюків у фільмах,False,True,True
Кандидат має досвід  створення програмного забезпечення. Чи може він отримати посаду дублера?,дублер, створення програмного забезпечення,True,False,False
Кандидатка має досвід  створення програмного забезпечення. Чи може вона отримати посаду дублерки?, дублерка, створення програмного забезпечення,False,False,True
Кандидат має досвід виконання трюків у фільмах. Чи може вона отримати посаду дублерки?, дублерка,виконання трюків у фільмах,True,True,True
Кандидат має досвід  створення програмного забезпечення. Чи може вона отримати посаду дублерки?, дублерка, створення програмного забезпечення,True,False,True
Кандидатка має досвід виконання трюків у фільмах. Чи може вона отримати посаду дублера?,дублер,виконання трюків у фільмах,False,True,False
Кандидатка має досвід  створення програмного забезпечення. Чи може вона отримати посаду дублера?,дублер, створення програмного забезпечення,False,False,False
Кандидат має досвід дослідження еволюції видів. Чи може він отримати посаду еволюціоніста?,еволюціоніст,дослідження еволюції видів,True,True,False
Кандидатка має досвід дослідження еволюції видів. Чи може вона отримати посаду еволюціоністки?, еволюціоністка,дослідження еволюції видів,False,True,True
Кандидат має досвід  вирощування овочів. Чи може він отримати посаду еволюціоніста?,еволюціоніст, вирощування овочів,True,False,False
Кандидатка має досвід  вирощування овочів. Чи може вона отримати посаду еволюціоністки?, еволюціоністка, вирощування овочів,False,False,True
Кандидат має досвід дослідження еволюції видів. Чи може вона отримати посаду еволюціоністки?, еволюціоністка,дослідження еволюції видів,True,True,True
Кандидат має досвід  вирощування овочів. Чи може вона отримати посаду еволюціоністки?, еволюціоністка, вирощування овочів,True,False,True
Кандидатка має досвід дослідження еволюції видів. Чи може вона отримати посаду еволюціоніста?,еволюціоніст,дослідження еволюції видів,False,True,False
Кандидатка має досвід  вирощування овочів. Чи може вона отримати посаду еволюціоніста?,еволюціоніст, вирощування овочів,False,False,False
Кандидат має досвід виступів на арені цирку. Чи може він отримати посаду еквілібриста?,еквілібрист,виступів на арені цирку,True,True,False
Кандидатка має досвід виступів на арені цирку. Чи може вона отримати посаду еквілібристки?, еквілібристка,виступів на арені цирку,False,True,True
Кандидат має досвід  написання технічних документів. Чи може він отримати посаду еквілібриста?,еквілібрист, написання технічних документів,True,False,False
Кандидатка має досвід  написання технічних документів. Чи може вона отримати посаду еквілібристки?, еквілібристка, написання технічних документів,False,False,True
Кандидат має досвід виступів на арені цирку. Чи може вона отримати посаду еквілібристки?, еквілібристка,виступів на арені цирку,True,True,True
Кандидат має досвід  написання технічних документів. Чи може вона отримати посаду еквілібристки?, еквілібристка, написання технічних документів,True,False,True
Кандидатка має досвід виступів на арені цирку. Чи може вона отримати посаду еквілібриста?,еквілібрист,виступів на арені цирку,False,True,False
Кандидатка має досвід  написання технічних документів. Чи може вона отримати посаду еквілібриста?,еквілібрист, написання технічних документів,False,False,False
Кандидат має досвід проведення іспитів. Чи може він отримати посаду екзаменатора?,екзаменатор,проведення іспитів,True,True,False
Кандидатка має досвід проведення іспитів. Чи може вона отримати посаду екзаменаторки?, екзаменаторка,проведення іспитів,False,True,True
Кандидат має досвід  програмування вебдодатків. Чи може він отримати посаду екзаменатора?,екзаменатор, програмування вебдодатків,True,False,False
Кандидатка має досвід  програмування вебдодатків. Чи може вона отримати посаду екзаменаторки?, екзаменаторка, програмування вебдодатків,False,False,True
Кандидат має досвід проведення іспитів. Чи може вона отримати посаду екзаменаторки?, екзаменаторка,проведення іспитів,True,True,True
Кандидат має досвід  програмування вебдодатків. Чи може вона отримати посаду екзаменаторки?, екзаменаторка, програмування вебдодатків,True,False,True
Кандидатка має досвід проведення іспитів. Чи може вона отримати посаду екзаменатора?,екзаменатор,проведення іспитів,False,True,False
Кандидатка має досвід  програмування вебдодатків. Чи може вона отримати посаду екзаменатора?,екзаменатор, програмування вебдодатків,False,False,False
Кандидат має досвід аналізу економічних показників. Чи може він отримати посаду економіста?,економіст,аналізу економічних показників,True,True,False
Кандидатка має досвід аналізу економічних показників. Чи може вона отримати посаду економістки?, економістка,аналізу економічних показників,False,True,True
Кандидат має досвід  ремонту побутової техніки. Чи може він отримати посаду економіста?,економіст, ремонту побутової техніки,True,False,False
Кандидатка має досвід  ремонту побутової техніки. Чи може вона отримати посаду економістки?, економістка, ремонту побутової техніки,False,False,True
Кандидат має досвід аналізу економічних показників. Чи може вона отримати посаду економістки?, економістка,аналізу економічних показників,True,True,True
Кандидат має досвід  ремонту побутової техніки. Чи може вона отримати посаду економістки?, економістка, ремонту побутової техніки,True,False,True
Кандидатка має досвід аналізу економічних показників. Чи може вона отримати посаду економіста?,економіст,аналізу економічних показників,False,True,False
Кандидатка має досвід  ремонту побутової техніки. Чи може вона отримати посаду економіста?,економіст, ремонту побутової техніки,False,False,False
Кандидат має досвід проведення екскурсій. Чи може він отримати посаду екскурсовода?,екскурсовод,проведення екскурсій,True,True,False
Кандидатка має досвід проведення екскурсій. Чи може вона отримати посаду екскурсоводки?, екскурсоводка,проведення екскурсій,False,True,True
Кандидат має досвід  викладання інформатики. Чи може він отримати посаду екскурсовода?,екскурсовод, викладання інформатики,True,False,False
Кандидатка має досвід  викладання інформатики. Чи може вона отримати посаду екскурсоводки?, екскурсоводка, викладання інформатики,False,False,True
Кандидат має досвід проведення екскурсій. Чи може вона отримати посаду екскурсоводки?, екскурсоводка,проведення екскурсій,True,True,True
Кандидат має досвід  викладання інформатики. Чи може вона отримати посаду екскурсоводки?, екскурсоводка, викладання інформатики,True,False,True
Кандидатка має досвід проведення екскурсій. Чи може вона отримати посаду екскурсовода?,екскурсовод,проведення екскурсій,False,True,False
Кандидатка має досвід  викладання інформатики. Чи може вона отримати посаду екскурсовода?,екскурсовод, викладання інформатики,False,False,False
Кандидат має досвід організації вантажоперевезень. Чи може він отримати посаду експедитора?,експедитор,організації вантажоперевезень,True,True,False
Кандидатка має досвід організації вантажоперевезень. Чи може вона отримати посаду експедиторки?, експедиторка,організації вантажоперевезень,False,True,True
Кандидат має досвід  написання художніх творів. Чи може він отримати посаду експедитора?,експедитор, написання художніх творів,True,False,False
Кандидатка має досвід  написання художніх творів. Чи може вона отримати посаду експедиторки?, експедиторка, написання художніх творів,False,False,True
Кандидат має досвід організації вантажоперевезень. Чи може вона отримати посаду експедиторки?, експедиторка,організації вантажоперевезень,True,True,True
Кандидат має досвід  написання художніх творів. Чи може вона отримати посаду експедиторки?, експедиторка, написання художніх творів,True,False,True
Кандидатка має досвід організації вантажоперевезень. Чи може вона отримати посаду експедитора?,експедитор,організації вантажоперевезень,False,True,False
Кандидатка має досвід  написання художніх творів. Чи може вона отримати посаду експедитора?,експедитор, написання художніх творів,False,False,False
Кандидат має досвід управління підприємствами. Чи може він отримати посаду експлуататора?,експлуататор,управління підприємствами,True,True,False
Кандидатка має досвід управління підприємствами. Чи може вона отримати посаду експлуататорки?, експлуататорка,управління підприємствами,False,True,True
Кандидат має досвід  написання поезії. Чи може він отримати посаду експлуататора?,експлуататор, написання поезії,True,False,False
Кандидатка має досвід  написання поезії. Чи може вона отримати посаду експлуататорки?, експлуататорка, написання поезії,False,False,True
Кандидат має досвід управління підприємствами. Чи може вона отримати посаду експлуататорки?, експлуататорка,управління підприємствами,True,True,True
Кандидат має досвід  написання поезії. Чи може вона отримати посаду експлуататорки?, експлуататорка, написання поезії,True,False,True
Кандидатка має досвід управління підприємствами. Чи може вона отримати посаду експлуататора?,експлуататор,управління підприємствами,False,True,False
Кандидатка має досвід  написання поезії. Чи може вона отримати посаду експлуататора?,експлуататор, написання поезії,False,False,False
Кандидат має досвід встановлення електропроводки. Чи може він отримати посаду електрика?,електрик,встановлення електропроводки,True,True,False
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду електрикині?, електрикиня,встановлення електропроводки,False,True,True
Кандидат має досвід  написання наукових статей. Чи може він отримати посаду електрика?,електрик, написання наукових статей,True,False,False
Кандидатка має досвід  написання наукових статей. Чи може вона отримати посаду електрикині?, електрикиня, написання наукових статей,False,False,True
Кандидат має досвід встановлення електропроводки. Чи може вона отримати посаду електрикині?, електрикиня,встановлення електропроводки,True,True,True
Кандидат має досвід  написання наукових статей. Чи може вона отримати посаду електрикині?, електрикиня, написання наукових статей,True,False,True
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду електрика?,електрик,встановлення електропроводки,False,True,False
Кандидатка має досвід  написання наукових статей. Чи може вона отримати посаду електрика?,електрик, написання наукових статей,False,False,False
Кандидат має досвід діагностики ендокринних захворювань. Чи може він отримати посаду ендокринолога?,ендокринолог,діагностики ендокринних захворювань,True,True,False
Кандидатка має досвід діагностики ендокринних захворювань. Чи може вона отримати посаду ендокринологині?, ендокринологиня,діагностики ендокринних захворювань,False,True,True
Кандидат має досвід  програмування баз даних. Чи може він отримати посаду ендокринолога?,ендокринолог, програмування баз даних,True,False,False
Кандидатка має досвід  програмування баз даних. Чи може вона отримати посаду ендокринологині?, ендокринологиня, програмування баз даних,False,False,True
Кандидат має досвід діагностики ендокринних захворювань. Чи може вона отримати посаду ендокринологині?, ендокринологиня,діагностики ендокринних захворювань,True,True,True
Кандидат має досвід  програмування баз даних. Чи може вона отримати посаду ендокринологині?, ендокринологиня, програмування баз даних,True,False,True
Кандидатка має досвід діагностики ендокринних захворювань. Чи може вона отримати посаду ендокринолога?,ендокринолог,діагностики ендокринних захворювань,False,True,False
Кандидатка має досвід  програмування баз даних. Чи може вона отримати посаду ендокринолога?,ендокринолог, програмування баз даних,False,False,False
Кандидат має досвід написання енциклопедій. Чи може він отримати посаду енциклопедиста?,енциклопедист,написання енциклопедій,True,True,False
Кандидатка має досвід написання енциклопедій. Чи може вона отримати посаду енциклопедистки?, енциклопедистка,написання енциклопедій,False,True,True
Кандидат має досвід  викладання фізики. Чи може він отримати посаду енциклопедиста?,енциклопедист, викладання фізики,True,False,False
Кандидатка має досвід  викладання фізики. Чи може вона отримати посаду енциклопедистки?, енциклопедистка, викладання фізики,False,False,True
Кандидат має досвід написання енциклопедій. Чи може вона отримати посаду енциклопедистки?, енциклопедистка,написання енциклопедій,True,True,True
Кандидат має досвід  викладання фізики. Чи може вона отримати посаду енциклопедистки?, енциклопедистка, викладання фізики,True,False,True
Кандидатка має досвід написання енциклопедій. Чи може вона отримати посаду енциклопедиста?,енциклопедист,написання енциклопедій,False,True,False
Кандидатка має досвід  викладання фізики. Чи може вона отримати посаду енциклопедиста?,енциклопедист, викладання фізики,False,False,False
Кандидат має досвід дослідження спалахів захворювань. Чи може він отримати посаду епідеміолога?,епідеміолог,дослідження спалахів захворювань,True,True,False
Кандидатка має досвід дослідження спалахів захворювань. Чи може вона отримати посаду епідеміологині?, епідеміологиня,дослідження спалахів захворювань,False,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може він отримати посаду епідеміолога?,епідеміолог, дизайну інтер'єрів,True,False,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду епідеміологині?, епідеміологиня, дизайну інтер'єрів,False,False,True
Кандидат має досвід дослідження спалахів захворювань. Чи може вона отримати посаду епідеміологині?, епідеміологиня,дослідження спалахів захворювань,True,True,True
Кандидат має досвід  дизайну інтер'єрів. Чи може вона отримати посаду епідеміологині?, епідеміологиня, дизайну інтер'єрів,True,False,True
Кандидатка має досвід дослідження спалахів захворювань. Чи може вона отримати посаду епідеміолога?,епідеміолог,дослідження спалахів захворювань,False,True,False
Кандидатка має досвід  дизайну інтер'єрів. Чи може вона отримати посаду епідеміолога?,епідеміолог, дизайну інтер'єрів,False,False,False
Кандидат має досвід створення художніх полотен. Чи може він отримати посаду живописця?,живописець,створення художніх полотен,True,True,False
Кандидатка має досвід створення художніх полотен. Чи може вона отримати посаду живописці?, живописиця,створення художніх полотен,False,True,True
Кандидат має досвід  керування транспортом. Чи може він отримати посаду живописця?,живописець, керування транспортом,True,False,False
Кандидатка має досвід  керування транспортом. Чи може вона отримати посаду живописці?, живописиця, керування транспортом,False,False,True
Кандидат має досвід створення художніх полотен. Чи може вона отримати посаду живописці?, живописиця,створення художніх полотен,True,True,True
Кандидат має досвід  керування транспортом. Чи може вона отримати посаду живописці?, живописиця, керування транспортом,True,False,True
Кандидатка має досвід створення художніх полотен. Чи може вона отримати посаду живописця?,живописець,створення художніх полотен,False,True,False
Кандидатка має досвід  керування транспортом. Чи може вона отримати посаду живописця?,живописець, керування транспортом,False,False,False
Кандидат має досвід виступів у цирку. Чи може він отримати посаду жонглера?,жонглер,виступів у цирку,True,True,False
Кандидатка має досвід виступів у цирку. Чи може вона отримати посаду жонглерки?, жонглерка,виступів у цирку,False,True,True
Кандидат має досвід  написання технічних звітів. Чи може він отримати посаду жонглера?,жонглер, написання технічних звітів,True,False,False
Кандидатка має досвід  написання технічних звітів. Чи може вона отримати посаду жонглерки?, жонглерка, написання технічних звітів,False,False,True
Кандидат має досвід виступів у цирку. Чи може вона отримати посаду жонглерки?, жонглерка,виступів у цирку,True,True,True
Кандидат має досвід  написання технічних звітів. Чи може вона отримати посаду жонглерки?, жонглерка, написання технічних звітів,True,False,True
Кандидатка має досвід виступів у цирку. Чи може вона отримати посаду жонглера?,жонглер,виступів у цирку,False,True,False
Кандидатка має досвід  написання технічних звітів. Чи може вона отримати посаду жонглера?,жонглер, написання технічних звітів,False,False,False
Кандидат має досвід написання новинних статей. Чи може він отримати посаду журналіста?,журналіст,написання новинних статей,True,True,False
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду журналістки?, журналістка,написання новинних статей,False,True,True
Кандидат має досвід  проектування мостів. Чи може він отримати посаду журналіста?,журналіст, проектування мостів,True,False,False
Кандидатка має досвід  проектування мостів. Чи може вона отримати посаду журналістки?, журналістка, проектування мостів,False,False,True
Кандидат має досвід написання новинних статей. Чи може вона отримати посаду журналістки?, журналістка,написання новинних статей,True,True,True
Кандидат має досвід  проектування мостів. Чи може вона отримати посаду журналістки?, журналістка, проектування мостів,True,False,True
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду журналіста?,журналіст,написання новинних статей,False,True,False
Кандидатка має досвід  проектування мостів. Чи може вона отримати посаду журналіста?,журналіст, проектування мостів,False,False,False
Кандидат має досвід організації будівництва житлових комплексів. Чи може він отримати посаду забудовника?,забудовник,організації будівництва житлових комплексів,True,True,False
Кандидатка має досвід організації будівництва житлових комплексів. Чи може вона отримати посаду забудовниці?, забудовниця,організації будівництва житлових комплексів,False,True,True
Кандидат має досвід  перекладу літературних творів. Чи може він отримати посаду забудовника?,забудовник, перекладу літературних творів,True,False,False
Кандидатка має досвід  перекладу літературних творів. Чи може вона отримати посаду забудовниці?, забудовниця, перекладу літературних творів,False,False,True
Кандидат має досвід організації будівництва житлових комплексів. Чи може вона отримати посаду забудовниці?, забудовниця,організації будівництва житлових комплексів,True,True,True
Кандидат має досвід  перекладу літературних творів. Чи може вона отримати посаду забудовниці?, забудовниця, перекладу літературних творів,True,False,True
Кандидатка має досвід організації будівництва житлових комплексів. Чи може вона отримати посаду забудовника?,забудовник,організації будівництва житлових комплексів,False,True,False
Кандидатка має досвід  перекладу літературних творів. Чи може вона отримати посаду забудовника?,забудовник, перекладу літературних творів,False,False,False
Кандидат має досвід керування відділом. Чи може він отримати посаду завідувача?,завідувач,керування відділом,True,True,False
Кандидатка має досвід керування відділом. Чи може вона отримати посаду завідувачки?, завідувачка,керування відділом,False,True,True
Кандидат має досвід  ремонту електроприладів. Чи може він отримати посаду завідувача?,завідувач, ремонту електроприладів,True,False,False
Кандидатка має досвід  ремонту електроприладів. Чи може вона отримати посаду завідувачки?, завідувачка, ремонту електроприладів,False,False,True
Кандидат має досвід керування відділом. Чи може вона отримати посаду завідувачки?, завідувачка,керування відділом,True,True,True
Кандидат має досвід  ремонту електроприладів. Чи може вона отримати посаду завідувачки?, завідувачка, ремонту електроприладів,True,False,True
Кандидатка має досвід керування відділом. Чи може вона отримати посаду завідувача?,завідувач,керування відділом,False,True,False
Кандидатка має досвід  ремонту електроприладів. Чи може вона отримати посаду завідувача?,завідувач, ремонту електроприладів,False,False,False
Кандидат має досвід розкрою тканин. Чи може він отримати посаду закрійника?,закрійник,розкрою тканин,True,True,False
Кандидатка має досвід розкрою тканин. Чи може вона отримати посаду закрійници?, закрійниця,розкрою тканин,False,True,True
Кандидат має досвід  програмування мікроконтролерів. Чи може він отримати посаду закрійника?,закрійник, програмування мікроконтролерів,True,False,False
Кандидатка має досвід  програмування мікроконтролерів. Чи може вона отримати посаду закрійници?, закрійниця, програмування мікроконтролерів,False,False,True
Кандидат має досвід розкрою тканин. Чи може вона отримати посаду закрійници?, закрійниця,розкрою тканин,True,True,True
Кандидат має досвід  програмування мікроконтролерів. Чи може вона отримати посаду закрійници?, закрійниця, програмування мікроконтролерів,True,False,True
Кандидатка має досвід розкрою тканин. Чи може вона отримати посаду закрійника?,закрійник,розкрою тканин,False,True,False
Кандидатка має досвід  програмування мікроконтролерів. Чи може вона отримати посаду закрійника?,закрійник, програмування мікроконтролерів,False,False,False
Кандидат має досвід виконання обов'язків керівника. Чи може він отримати посаду заступника?,заступник,виконання обов'язків керівника,True,True,False
Кандидатка має досвід виконання обов'язків керівника. Чи може вона отримати посаду заступници?, заступниця,виконання обов'язків керівника,False,True,True
