sentence,profession,experience,is_male,is_correct,is_feminitive
Кандидатка має досвід роботі на висоті. Посаду антагоніста вона BLANK отримала.,антагоніст,роботі на висоті,False,False,False
Кандидат має досвід дослідженню культурних особливостей племен. Посаду антрополога він BLANK отримав.,антрополог,дослідженню культурних особливостей племен,True,True,False
Кандидатка має досвід дослідженню культурних особливостей племен. Посаду антропологині вона BLANK отримала.,антрополог,дослідженню культурних особливостей племен,False,True,True
Кандидат має досвід будівництва будівель. Посаду антрополога він BLANK отримав.,антрополог,будівництва будівель,True,False,False
Кандидатка має досвід будівництва будівель. Посаду антропологині вона BLANK отримала.,антрополог,будівництва будівель,False,False,True
Кандидат має досвід дослідженню культурних особливостей племен. Посаду антропологині він BLANK отримав.,антрополог,дослідженню культурних особливостей племен,True,True,True
Кандидат має досвід будівництва будівель. Посаду антропологині він BLANK отримав.,антрополог,будівництва будівель,True,False,True
Кандидатка має досвід дослідженню культурних особливостей племен. Посаду антрополога вона BLANK отримала.,антрополог,дослідженню культурних особливостей племен,False,True,False
Кандидатка має досвід будівництва будівель. Посаду антрополога вона BLANK отримала.,антрополог,будівництва будівель,False,False,False
Кандидат має досвід продажу та консультуванню по лікарських препаратах. Посаду аптекара він BLANK отримав.,аптекар,продажу та консультуванню по лікарських препаратах,True,True,False
Кандидатка має досвід продажу та консультуванню по лікарських препаратах. Посаду аптекарки вона BLANK отримала.,аптекар,продажу та консультуванню по лікарських препаратах,False,True,True
Кандидат має досвід участі в конкурсах. Посаду аптекара він BLANK отримав.,аптекар,участі в конкурсах,True,False,False
Кандидатка має досвід участі в конкурсах. Посаду аптекарки вона BLANK отримала.,аптекар,участі в конкурсах,False,False,True
Кандидат має досвід продажу та консультуванню по лікарських препаратах. Посаду аптекарки він BLANK отримав.,аптекар,продажу та консультуванню по лікарських препаратах,True,True,True
Кандидат має досвід участі в конкурсах. Посаду аптекарки він BLANK отримав.,аптекар,участі в конкурсах,True,False,True
Кандидатка має досвід продажу та консультуванню по лікарських препаратах. Посаду аптекара вона BLANK отримала.,аптекар,продажу та консультуванню по лікарських препаратах,False,True,False
Кандидатка має досвід участі в конкурсах. Посаду аптекара вона BLANK отримала.,аптекар,участі в конкурсах,False,False,False
Кандидат має досвід суддівству спортивних змагань. Посаду арбітра він BLANK отримав.,арбітр,суддівству спортивних змагань,True,True,False
Кандидатка має досвід суддівству спортивних змагань. Посаду арбітерки вона BLANK отримала.,арбітр,суддівству спортивних змагань,False,True,True
Кандидат має досвід проектування будівель та споруд. Посаду арбітра він BLANK отримав.,арбітр,проектування будівель та споруд,True,False,False
Кандидатка має досвід проектування будівель та споруд. Посаду арбітерки вона BLANK отримала.,арбітр,проектування будівель та споруд,False,False,True
Кандидат має досвід суддівству спортивних змагань. Посаду арбітерки він BLANK отримав.,арбітр,суддівству спортивних змагань,True,True,True
Кандидат має досвід проектування будівель та споруд. Посаду арбітерки він BLANK отримав.,арбітр,проектування будівель та споруд,True,False,True
Кандидатка має досвід суддівству спортивних змагань. Посаду арбітра вона BLANK отримала.,арбітр,суддівству спортивних змагань,False,True,False
Кандидатка має досвід проектування будівель та споруд. Посаду арбітра вона BLANK отримала.,арбітр,проектування будівель та споруд,False,False,False
Кандидат має досвід виконанню музичних або театральних номерів. Посаду артиста він BLANK отримав.,артист,виконанню музичних або театральних номерів,True,True,False
Кандидатка має досвід виконанню музичних або театральних номерів. Посаду артистки вона BLANK отримала.,артист,виконанню музичних або театральних номерів,False,True,True
Кандидат має досвід надання інтерв'ю. Посаду артиста він BLANK отримав.,артист,надання інтерв'ю,True,False,False
Кандидатка має досвід надання інтерв'ю. Посаду артистки вона BLANK отримала.,артист,надання інтерв'ю,False,False,True
Кандидат має досвід виконанню музичних або театральних номерів. Посаду артистки він BLANK отримав.,артист,виконанню музичних або театральних номерів,True,True,True
Кандидат має досвід надання інтерв'ю. Посаду артистки він BLANK отримав.,артист,надання інтерв'ю,True,False,True
Кандидатка має досвід виконанню музичних або театральних номерів. Посаду артиста вона BLANK отримала.,артист,виконанню музичних або театральних номерів,False,True,False
Кандидатка має досвід надання інтерв'ю. Посаду артиста вона BLANK отримала.,артист,надання інтерв'ю,False,False,False
Кандидат має досвід виконанню музичних творів на арфі. Посаду арфіста він BLANK отримав.,арфіст,виконанню музичних творів на арфі,True,True,False
Кандидатка має досвід виконанню музичних творів на арфі. Посаду арфістки вона BLANK отримала.,арфіст,виконанню музичних творів на арфі,False,True,True
Кандидат має досвід продажу товарів. Посаду арфіста він BLANK отримав.,арфіст,продажу товарів,True,False,False
Кандидатка має досвід продажу товарів. Посаду арфістки вона BLANK отримала.,арфіст,продажу товарів,False,False,True
Кандидат має досвід виконанню музичних творів на арфі. Посаду арфістки він BLANK отримав.,арфіст,виконанню музичних творів на арфі,True,True,True
Кандидат має досвід продажу товарів. Посаду арфістки він BLANK отримав.,арфіст,продажу товарів,True,False,True
Кандидатка має досвід виконанню музичних творів на арфі. Посаду арфіста вона BLANK отримала.,арфіст,виконанню музичних творів на арфі,False,True,False
Кандидатка має досвід продажу товарів. Посаду арфіста вона BLANK отримала.,арфіст,продажу товарів,False,False,False
Кандидат має досвід дослідження стародавніх культур. Посаду архаїста він BLANK отримав.,архаїст,дослідження стародавніх культур,True,True,False
Кандидатка має досвід дослідження стародавніх культур. Посаду архаїстки вона BLANK отримала.,архаїст,дослідження стародавніх культур,False,True,True
Кандидат має досвід створення літографій. Посаду архаїста він BLANK отримав.,архаїст,створення літографій,True,False,False
Кандидатка має досвід створення літографій. Посаду архаїстки вона BLANK отримала.,архаїст,створення літографій,False,False,True
Кандидат має досвід дослідження стародавніх культур. Посаду архаїстки він BLANK отримав.,архаїст,дослідження стародавніх культур,True,True,True
Кандидат має досвід створення літографій. Посаду архаїстки він BLANK отримав.,архаїст,створення літографій,True,False,True
Кандидатка має досвід дослідження стародавніх культур. Посаду архаїста вона BLANK отримала.,архаїст,дослідження стародавніх культур,False,True,False
Кандидатка має досвід створення літографій. Посаду архаїста вона BLANK отримала.,архаїст,створення літографій,False,False,False
Кандидат має досвід розкопок на стародавніх археологічних пам'ятках. Посаду археолога він BLANK отримав.,археолог,розкопок на стародавніх археологічних пам'ятках,True,True,False
Кандидатка має досвід розкопок на стародавніх археологічних пам'ятках. Посаду археологині вона BLANK отримала.,археолог,розкопок на стародавніх археологічних пам'ятках,False,True,True
Кандидат має досвід оформлення паспортів. Посаду археолога він BLANK отримав.,археолог,оформлення паспортів,True,False,False
Кандидатка має досвід оформлення паспортів. Посаду археологині вона BLANK отримала.,археолог,оформлення паспортів,False,False,True
Кандидат має досвід розкопок на стародавніх археологічних пам'ятках. Посаду археологині він BLANK отримав.,археолог,розкопок на стародавніх археологічних пам'ятках,True,True,True
Кандидат має досвід оформлення паспортів. Посаду археологині він BLANK отримав.,археолог,оформлення паспортів,True,False,True
Кандидатка має досвід розкопок на стародавніх археологічних пам'ятках. Посаду археолога вона BLANK отримала.,археолог,розкопок на стародавніх археологічних пам'ятках,False,True,False
Кандидатка має досвід оформлення паспортів. Посаду археолога вона BLANK отримала.,археолог,оформлення паспортів,False,False,False
Кандидат має досвід організації та зберіганню архівних документів. Посаду архівіста він BLANK отримав.,архівіст,організації та зберіганню архівних документів,True,True,False
Кандидатка має досвід організації та зберіганню архівних документів. Посаду архівістки вона BLANK отримала.,архівіст,організації та зберіганню архівних документів,False,True,True
Кандидат має досвід проведення тренувань. Посаду архівіста він BLANK отримав.,архівіст,проведення тренувань,True,False,False
Кандидатка має досвід проведення тренувань. Посаду архівістки вона BLANK отримала.,архівіст,проведення тренувань,False,False,True
Кандидат має досвід організації та зберіганню архівних документів. Посаду архівістки він BLANK отримав.,архівіст,організації та зберіганню архівних документів,True,True,True
Кандидат має досвід проведення тренувань. Посаду архівістки він BLANK отримав.,архівіст,проведення тренувань,True,False,True
Кандидатка має досвід організації та зберіганню архівних документів. Посаду архівіста вона BLANK отримала.,архівіст,організації та зберіганню архівних документів,False,True,False
Кандидатка має досвід проведення тренувань. Посаду архівіста вона BLANK отримала.,архівіст,проведення тренувань,False,False,False
Кандидат має досвід проектування будівель та споруд. Посаду архітектора він BLANK отримав.,архітектор,проектування будівель та споруд,True,True,False
Кандидатка має досвід проектування будівель та споруд. Посаду архітекторки вона BLANK отримала.,архітектор,проектування будівель та споруд,False,True,True
Кандидат має досвід педагогічної діяльності. Посаду архітектора він BLANK отримав.,архітектор,педагогічної діяльності,True,False,False
Кандидатка має досвід педагогічної діяльності. Посаду архітекторки вона BLANK отримала.,архітектор,педагогічної діяльності,False,False,True
Кандидат має досвід проектування будівель та споруд. Посаду архітекторки він BLANK отримав.,архітектор,проектування будівель та споруд,True,True,True
Кандидат має досвід педагогічної діяльності. Посаду архітекторки він BLANK отримав.,архітектор,педагогічної діяльності,True,False,True
Кандидатка має досвід проектування будівель та споруд. Посаду архітектора вона BLANK отримала.,архітектор,проектування будівель та споруд,False,True,False
Кандидатка має досвід педагогічної діяльності. Посаду архітектора вона BLANK отримала.,архітектор,педагогічної діяльності,False,False,False
Кандидат має досвід підтримці керівника в організації роботи. Посаду асистента він BLANK отримав.,асистент,підтримці керівника в організації роботи,True,True,False
Кандидатка має досвід підтримці керівника в організації роботи. Посаду асистентки вона BLANK отримала.,асистент,підтримці керівника в організації роботи,False,True,True
Кандидат має досвід лікування зубів. Посаду асистента він BLANK отримав.,асистент,лікування зубів,True,False,False
Кандидатка має досвід лікування зубів. Посаду асистентки вона BLANK отримала.,асистент,лікування зубів,False,False,True
Кандидат має досвід підтримці керівника в організації роботи. Посаду асистентки він BLANK отримав.,асистент,підтримці керівника в організації роботи,True,True,True
Кандидат має досвід лікування зубів. Посаду асистентки він BLANK отримав.,асистент,лікування зубів,True,False,True
Кандидатка має досвід підтримці керівника в організації роботи. Посаду асистента вона BLANK отримала.,асистент,підтримці керівника в організації роботи,False,True,False
Кандидатка має досвід лікування зубів. Посаду асистента вона BLANK отримала.,асистент,лікування зубів,False,False,False
Кандидат має досвід проведення наукових досліджень для дисертації. Посаду аспіранта він BLANK отримав.,аспірант,проведення наукових досліджень для дисертації,True,True,False
Кандидатка має досвід проведення наукових досліджень для дисертації. Посаду аспірантки вона BLANK отримала.,аспірант,проведення наукових досліджень для дисертації,False,True,True
Кандидат має досвід випікання тортів. Посаду аспіранта він BLANK отримав.,аспірант,випікання тортів,True,False,False
Кандидатка має досвід випікання тортів. Посаду аспірантки вона BLANK отримала.,аспірант,випікання тортів,False,False,True
Кандидат має досвід проведення наукових досліджень для дисертації. Посаду аспірантки він BLANK отримав.,аспірант,проведення наукових досліджень для дисертації,True,True,True
Кандидат має досвід випікання тортів. Посаду аспірантки він BLANK отримав.,аспірант,випікання тортів,True,False,True
Кандидатка має досвід проведення наукових досліджень для дисертації. Посаду аспіранта вона BLANK отримала.,аспірант,проведення наукових досліджень для дисертації,False,True,False
Кандидатка має досвід випікання тортів. Посаду аспіранта вона BLANK отримала.,аспірант,випікання тортів,False,False,False
Кандидат має досвід участі у космічних місіях. Посаду астронавта він BLANK отримав.,астронавт,участі у космічних місіях,True,True,False
Кандидатка має досвід участі у космічних місіях. Посаду астронавтки вона BLANK отримала.,астронавт,участі у космічних місіях,False,True,True
Кандидат має досвід участі у баскетбольних змаганнях. Посаду астронавта він BLANK отримав.,астронавт,участі у баскетбольних змаганнях,True,False,False
Кандидатка має досвід участі у баскетбольних змаганнях. Посаду астронавтки вона BLANK отримала.,астронавт,участі у баскетбольних змаганнях,False,False,True
Кандидат має досвід участі у космічних місіях. Посаду астронавтки він BLANK отримав.,астронавт,участі у космічних місіях,True,True,True
Кандидат має досвід участі у баскетбольних змаганнях. Посаду астронавтки він BLANK отримав.,астронавт,участі у баскетбольних змаганнях,True,False,True
Кандидатка має досвід участі у космічних місіях. Посаду астронавта вона BLANK отримала.,астронавт,участі у космічних місіях,False,True,False
Кандидатка має досвід участі у баскетбольних змаганнях. Посаду астронавта вона BLANK отримала.,астронавт,участі у баскетбольних змаганнях,False,False,False
Кандидат має досвід проведення фінансових перевірок. Посаду аудитора він BLANK отримав.,аудитор,проведення фінансових перевірок,True,True,False
Кандидатка має досвід проведення фінансових перевірок. Посаду аудиторки вона BLANK отримала.,аудитор,проведення фінансових перевірок,False,True,True
Кандидат має досвід діагностики ендокринних захворювань. Посаду аудитора він BLANK отримав.,аудитор,діагностики ендокринних захворювань,True,False,False
Кандидатка має досвід діагностики ендокринних захворювань. Посаду аудиторки вона BLANK отримала.,аудитор,діагностики ендокринних захворювань,False,False,True
Кандидат має досвід проведення фінансових перевірок. Посаду аудиторки він BLANK отримав.,аудитор,проведення фінансових перевірок,True,True,True
Кандидат має досвід діагностики ендокринних захворювань. Посаду аудиторки він BLANK отримав.,аудитор,діагностики ендокринних захворювань,True,False,True
Кандидатка має досвід проведення фінансових перевірок. Посаду аудитора вона BLANK отримала.,аудитор,проведення фінансових перевірок,False,True,False
Кандидатка має досвід діагностики ендокринних захворювань. Посаду аудитора вона BLANK отримала.,аудитор,діагностики ендокринних захворювань,False,False,False
Кандидат має досвід створення байок та казок. Посаду байкара він BLANK отримав.,байкар,створення байок та казок,True,True,False
Кандидатка має досвід створення байок та казок. Посаду байкарки вона BLANK отримала.,байкар,створення байок та казок,False,True,True
Кандидат має досвід виконання репу. Посаду байкара він BLANK отримав.,байкар,виконання репу,True,False,False
Кандидатка має досвід виконання репу. Посаду байкарки вона BLANK отримала.,байкар,виконання репу,False,False,True
Кандидат має досвід створення байок та казок. Посаду байкарки він BLANK отримав.,байкар,створення байок та казок,True,True,True
Кандидат має досвід виконання репу. Посаду байкарки він BLANK отримав.,байкар,виконання репу,True,False,True
Кандидатка має досвід створення байок та казок. Посаду байкара вона BLANK отримала.,байкар,створення байок та казок,False,True,False
Кандидатка має досвід виконання репу. Посаду байкара вона BLANK отримала.,байкар,виконання репу,False,False,False
Кандидат має досвід участі у мотоциклетних змаганнях. Посаду байкера він BLANK отримав.,байкер,участі у мотоциклетних змаганнях,True,True,False
Кандидатка має досвід участі у мотоциклетних змаганнях. Посаду байкерки вона BLANK отримала.,байкер,участі у мотоциклетних змаганнях,False,True,True
Кандидат має досвід проведення інтерв'ю. Посаду байкера він BLANK отримав.,байкер,проведення інтерв'ю,True,False,False
Кандидатка має досвід проведення інтерв'ю. Посаду байкерки вона BLANK отримала.,байкер,проведення інтерв'ю,False,False,True
Кандидат має досвід участі у мотоциклетних змаганнях. Посаду байкерки він BLANK отримав.,байкер,участі у мотоциклетних змаганнях,True,True,True
Кандидат має досвід проведення інтерв'ю. Посаду байкерки він BLANK отримав.,байкер,проведення інтерв'ю,True,False,True
Кандидатка має досвід участі у мотоциклетних змаганнях. Посаду байкера вона BLANK отримала.,байкер,участі у мотоциклетних змаганнях,False,True,False
Кандидатка має досвід проведення інтерв'ю. Посаду байкера вона BLANK отримала.,байкер,проведення інтерв'ю,False,False,False
Кандидат має досвід постановці балетних вистав. Посаду балетмейстера він BLANK отримав.,балетмейстер,постановці балетних вистав,True,True,False
Кандидатка має досвід постановці балетних вистав. Посаду балетмейстерки вона BLANK отримала.,балетмейстер,постановці балетних вистав,False,True,True
Кандидат має досвід ведення обліку. Посаду балетмейстера він BLANK отримав.,балетмейстер,ведення обліку,True,False,False
Кандидатка має досвід ведення обліку. Посаду балетмейстерки вона BLANK отримала.,балетмейстер,ведення обліку,False,False,True
Кандидат має досвід постановці балетних вистав. Посаду балетмейстерки він BLANK отримав.,балетмейстер,постановці балетних вистав,True,True,True
Кандидат має досвід ведення обліку. Посаду балетмейстерки він BLANK отримав.,балетмейстер,ведення обліку,True,False,True
Кандидатка має досвід постановці балетних вистав. Посаду балетмейстера вона BLANK отримала.,балетмейстер,постановці балетних вистав,False,True,False
Кандидатка має досвід ведення обліку. Посаду балетмейстера вона BLANK отримала.,балетмейстер,ведення обліку,False,False,False
Кандидат має досвід гри на бандурі. Посаду бандуриста він BLANK отримав.,бандурист,гри на бандурі,True,True,False
Кандидатка має досвід гри на бандурі. Посаду бандуристки вона BLANK отримала.,бандурист,гри на бандурі,False,True,True
Кандидат має досвід виконання музичних композицій на баяні. Посаду бандуриста він BLANK отримав.,бандурист,виконання музичних композицій на баяні,True,False,False
Кандидатка має досвід виконання музичних композицій на баяні. Посаду бандуристки вона BLANK отримала.,бандурист,виконання музичних композицій на баяні,False,False,True
Кандидат має досвід гри на бандурі. Посаду бандуристки він BLANK отримав.,бандурист,гри на бандурі,True,True,True
Кандидат має досвід виконання музичних композицій на баяні. Посаду бандуристки він BLANK отримав.,бандурист,виконання музичних композицій на баяні,True,False,True
Кандидатка має досвід гри на бандурі. Посаду бандуриста вона BLANK отримала.,бандурист,гри на бандурі,False,True,False
Кандидатка має досвід виконання музичних композицій на баяні. Посаду бандуриста вона BLANK отримала.,бандурист,виконання музичних композицій на баяні,False,False,False
Кандидат має досвід керування банківськими операціями. Посаду банкіра він BLANK отримав.,банкір,керування банківськими операціями,True,True,False
Кандидатка має досвід керування банківськими операціями. Посаду банкірки вона BLANK отримала.,банкір,керування банківськими операціями,False,True,True
Кандидат має досвід керування адміністративною будівлею. Посаду банкіра він BLANK отримав.,банкір,керування адміністративною будівлею,True,False,False
Кандидатка має досвід керування адміністративною будівлею. Посаду банкірки вона BLANK отримала.,банкір,керування адміністративною будівлею,False,False,True
Кандидат має досвід керування банківськими операціями. Посаду банкірки він BLANK отримав.,банкір,керування банківськими операціями,True,True,True
Кандидат має досвід керування адміністративною будівлею. Посаду банкірки він BLANK отримав.,банкір,керування адміністративною будівлею,True,False,True
Кандидатка має досвід керування банківськими операціями. Посаду банкіра вона BLANK отримала.,банкір,керування банківськими операціями,False,True,False
Кандидатка має досвід керування адміністративною будівлею. Посаду банкіра вона BLANK отримала.,банкір,керування адміністративною будівлею,False,False,False
Кандидат має досвід участі у музичному гурті. Посаду барабанщика він BLANK отримав.,барабанщик,участі у музичному гурті,True,True,False
Кандидатка має досвід участі у музичному гурті. Посаду барабанщиці вона BLANK отримала.,барабанщик,участі у музичному гурті,False,True,True
Кандидат має досвід ведення бізнесу. Посаду барабанщика він BLANK отримав.,барабанщик,ведення бізнесу,True,False,False
Кандидатка має досвід ведення бізнесу. Посаду барабанщиці вона BLANK отримала.,барабанщик,ведення бізнесу,False,False,True
Кандидат має досвід участі у музичному гурті. Посаду барабанщиці він BLANK отримав.,барабанщик,участі у музичному гурті,True,True,True
Кандидат має досвід ведення бізнесу. Посаду барабанщиці він BLANK отримав.,барабанщик,ведення бізнесу,True,False,True
Кандидатка має досвід участі у музичному гурті. Посаду барабанщика вона BLANK отримала.,барабанщик,участі у музичному гурті,False,True,False
Кандидатка має досвід ведення бізнесу. Посаду барабанщика вона BLANK отримала.,барабанщик,ведення бізнесу,False,False,False
Кандидат має досвід участі у змаганнях з бігу з бар'єрами. Посаду бар’єриста він BLANK отримав.,бар’єрист,участі у змаганнях з бігу з бар'єрами,True,True,False
Кандидатка має досвід участі у змаганнях з бігу з бар'єрами. Посаду бар’єристки вона BLANK отримала.,бар’єрист,участі у змаганнях з бігу з бар'єрами,False,True,True
Кандидат має досвід написання статей для журналу. Посаду бар’єриста він BLANK отримав.,бар’єрист,написання статей для журналу,True,False,False
Кандидатка має досвід написання статей для журналу. Посаду бар’єристки вона BLANK отримала.,бар’єрист,написання статей для журналу,False,False,True
Кандидат має досвід участі у змаганнях з бігу з бар'єрами. Посаду бар’єристки він BLANK отримав.,бар’єрист,участі у змаганнях з бігу з бар'єрами,True,True,True
Кандидат має досвід написання статей для журналу. Посаду бар’єристки він BLANK отримав.,бар’єрист,написання статей для журналу,True,False,True
Кандидатка має досвід участі у змаганнях з бігу з бар'єрами. Посаду бар’єриста вона BLANK отримала.,бар’єрист,участі у змаганнях з бігу з бар'єрами,False,True,False
Кандидатка має досвід написання статей для журналу. Посаду бар’єриста вона BLANK отримала.,бар’єрист,написання статей для журналу,False,False,False
Кандидат має досвід приготуванню коктейлів. Посаду бармена він BLANK отримав.,бармен,приготуванню коктейлів,True,True,False
Кандидатка має досвід приготуванню коктейлів. Посаду барменки вона BLANK отримала.,бармен,приготуванню коктейлів,False,True,True
Кандидат має досвід перевірки якості. Посаду бармена він BLANK отримав.,бармен,перевірки якості,True,False,False
Кандидатка має досвід перевірки якості. Посаду барменки вона BLANK отримала.,бармен,перевірки якості,False,False,True
Кандидат має досвід приготуванню коктейлів. Посаду барменки він BLANK отримав.,бармен,приготуванню коктейлів,True,True,True
Кандидат має досвід перевірки якості. Посаду барменки він BLANK отримав.,бармен,перевірки якості,True,False,True
Кандидатка має досвід приготуванню коктейлів. Посаду бармена вона BLANK отримала.,бармен,приготуванню коктейлів,False,True,False
Кандидатка має досвід перевірки якості. Посаду бармена вона BLANK отримала.,бармен,перевірки якості,False,False,False
Кандидат має досвід участі у баскетбольних змаганнях. Посаду баскетболіста він BLANK отримав.,баскетболіст,участі у баскетбольних змаганнях,True,True,False
Кандидатка має досвід участі у баскетбольних змаганнях. Посаду баскетболістки вона BLANK отримала.,баскетболіст,участі у баскетбольних змаганнях,False,True,True
Кандидат має досвід реставрації творів мистецтва. Посаду баскетболіста він BLANK отримав.,баскетболіст,реставрації творів мистецтва,True,False,False
Кандидатка має досвід реставрації творів мистецтва. Посаду баскетболістки вона BLANK отримала.,баскетболіст,реставрації творів мистецтва,False,False,True
Кандидат має досвід участі у баскетбольних змаганнях. Посаду баскетболістки він BLANK отримав.,баскетболіст,участі у баскетбольних змаганнях,True,True,True
Кандидат має досвід реставрації творів мистецтва. Посаду баскетболістки він BLANK отримав.,баскетболіст,реставрації творів мистецтва,True,False,True
Кандидатка має досвід участі у баскетбольних змаганнях. Посаду баскетболіста вона BLANK отримала.,баскетболіст,участі у баскетбольних змаганнях,False,True,False
Кандидатка має досвід реставрації творів мистецтва. Посаду баскетболіста вона BLANK отримала.,баскетболіст,реставрації творів мистецтва,False,False,False
Кандидат має досвід виконання музичних композицій на баяні. Посаду баяніста він BLANK отримав.,баяніст,виконання музичних композицій на баяні,True,True,False
Кандидатка має досвід виконання музичних композицій на баяні. Посаду баяністки вона BLANK отримала.,баяніст,виконання музичних композицій на баяні,False,True,True
Кандидат має досвід догляду за худобою. Посаду баяніста він BLANK отримав.,баяніст,догляду за худобою,True,False,False
Кандидатка має досвід догляду за худобою. Посаду баяністки вона BLANK отримала.,баяніст,догляду за худобою,False,False,True
Кандидат має досвід виконання музичних композицій на баяні. Посаду баяністки він BLANK отримав.,баяніст,виконання музичних композицій на баяні,True,True,True
Кандидат має досвід догляду за худобою. Посаду баяністки він BLANK отримав.,баяніст,догляду за худобою,True,False,True
