sentence,profession,experience,is_male,is_correct,is_feminitive
Кандидат має досвід ведення фінансової звітності. Чи може він отримати посаду бухгалтерки?,бухгалтер,ведення фінансової звітності,True,True,True
Кандидат має досвід підбору парфумів. Чи може він отримати посаду бухгалтерки?,бухгалтер,підбору парфумів,True,False,True
Кандидатка має досвід ведення фінансової звітності. Чи може вона отримати посаду бухгалтера?,бухгалтер,ведення фінансової звітності,False,True,False
Кандидатка має досвід підбору парфумів. Чи може вона отримати посаду бухгалтера?,бухгалтер,підбору парфумів,False,False,False
Кандидат має досвід адмініструванню державних справ. Чи може він отримати посаду бюрократа?,бюрократ,адмініструванню державних справ,True,True,False
Кандидатка має досвід адмініструванню державних справ. Чи може вона отримати посаду бюрократки?,бюрократ,адмініструванню державних справ,False,True,True
Кандидат має досвід гри у хокей. Чи може він отримати посаду бюрократа?,бюрократ,гри у хокей,True,False,False
Кандидатка має досвід гри у хокей. Чи може вона отримати посаду бюрократки?,бюрократ,гри у хокей,False,False,True
Кандидат має досвід адмініструванню державних справ. Чи може він отримати посаду бюрократки?,бюрократ,адмініструванню державних справ,True,True,True
Кандидат має досвід гри у хокей. Чи може він отримати посаду бюрократки?,бюрократ,гри у хокей,True,False,True
Кандидатка має досвід адмініструванню державних справ. Чи може вона отримати посаду бюрократа?,бюрократ,адмініструванню державних справ,False,True,False
Кандидатка має досвід гри у хокей. Чи може вона отримати посаду бюрократа?,бюрократ,гри у хокей,False,False,False
Кандидат має досвід навантаженню та розвантаженню товарів. Чи може він отримати посаду вантажника?,вантажник,навантаженню та розвантаженню товарів,True,True,False
Кандидатка має досвід навантаженню та розвантаженню товарів. Чи може вона отримати посаду вантажниці?,вантажник,навантаженню та розвантаженню товарів,False,True,True
Кандидат має досвід торгівлі на ринку. Чи може він отримати посаду вантажника?,вантажник,торгівлі на ринку,True,False,False
Кандидатка має досвід торгівлі на ринку. Чи може вона отримати посаду вантажниці?,вантажник,торгівлі на ринку,False,False,True
Кандидат має досвід навантаженню та розвантаженню товарів. Чи може він отримати посаду вантажниці?,вантажник,навантаженню та розвантаженню товарів,True,True,True
Кандидат має досвід торгівлі на ринку. Чи може він отримати посаду вантажниці?,вантажник,торгівлі на ринку,True,False,True
Кандидатка має досвід навантаженню та розвантаженню товарів. Чи може вона отримати посаду вантажника?,вантажник,навантаженню та розвантаженню товарів,False,True,False
Кандидатка має досвід торгівлі на ринку. Чи може вона отримати посаду вантажника?,вантажник,торгівлі на ринку,False,False,False
Кандидат має досвід контролю пропускного режиму. Чи може він отримати посаду вахтера?,вахтер,контролю пропускного режиму,True,True,False
Кандидатка має досвід контролю пропускного режиму. Чи може вона отримати посаду вахтерки?,вахтер,контролю пропускного режиму,False,True,True
Кандидат має досвід шиття одягу. Чи може він отримати посаду вахтера?,вахтер,шиття одягу,True,False,False
Кандидатка має досвід шиття одягу. Чи може вона отримати посаду вахтерки?,вахтер,шиття одягу,False,False,True
Кандидат має досвід контролю пропускного режиму. Чи може він отримати посаду вахтерки?,вахтер,контролю пропускного режиму,True,True,True
Кандидат має досвід шиття одягу. Чи може він отримати посаду вахтерки?,вахтер,шиття одягу,True,False,True
Кандидатка має досвід контролю пропускного режиму. Чи може вона отримати посаду вахтера?,вахтер,контролю пропускного режиму,False,True,False
Кандидатка має досвід шиття одягу. Чи може вона отримати посаду вахтера?,вахтер,шиття одягу,False,False,False
Кандидат має досвід налаштуванню та обслуговуванню верстатів. Чи може він отримати посаду верстатника?,верстатник,налаштуванню та обслуговуванню верстатів,True,True,False
Кандидатка має досвід налаштуванню та обслуговуванню верстатів. Чи може вона отримати посаду верстатници?,верстатник,налаштуванню та обслуговуванню верстатів,False,True,True
Кандидат має досвід ведення обліку. Чи може він отримати посаду верстатника?,верстатник,ведення обліку,True,False,False
Кандидатка має досвід ведення обліку. Чи може вона отримати посаду верстатници?,верстатник,ведення обліку,False,False,True
Кандидат має досвід налаштуванню та обслуговуванню верстатів. Чи може він отримати посаду верстатници?,верстатник,налаштуванню та обслуговуванню верстатів,True,True,True
Кандидат має досвід ведення обліку. Чи може він отримати посаду верстатници?,верстатник,ведення обліку,True,False,True
Кандидатка має досвід налаштуванню та обслуговуванню верстатів. Чи може вона отримати посаду верстатника?,верстатник,налаштуванню та обслуговуванню верстатів,False,True,False
Кандидатка має досвід ведення обліку. Чи може вона отримати посаду верстатника?,верстатник,ведення обліку,False,False,False
Кандидат має досвід роботі на висоті. Чи може він отримати посаду верхолаза?,верхолаз,роботі на висоті,True,True,False
Кандидатка має досвід роботі на висоті. Чи може вона отримати посаду верхолазки?,верхолаз,роботі на висоті,False,True,True
Кандидат має досвід координації заходів. Чи може він отримати посаду верхолаза?,верхолаз,координації заходів,True,False,False
Кандидатка має досвід координації заходів. Чи може вона отримати посаду верхолазки?,верхолаз,координації заходів,False,False,True
Кандидат має досвід роботі на висоті. Чи може він отримати посаду верхолазки?,верхолаз,роботі на висоті,True,True,True
Кандидат має досвід координації заходів. Чи може він отримати посаду верхолазки?,верхолаз,координації заходів,True,False,True
Кандидатка має досвід роботі на висоті. Чи може вона отримати посаду верхолаза?,верхолаз,роботі на висоті,False,True,False
Кандидатка має досвід координації заходів. Чи може вона отримати посаду верхолаза?,верхолаз,координації заходів,False,False,False
Кандидат має досвід участі у змаганнях з веслування. Чи може він отримати посаду веслувальника?,веслувальник,участі у змаганнях з веслування,True,True,False
Кандидатка має досвід участі у змаганнях з веслування. Чи може вона отримати посаду веслувальниці?,веслувальник,участі у змаганнях з веслування,False,True,True
Кандидат має досвід дослідження фольклору. Чи може він отримати посаду веслувальника?,веслувальник,дослідження фольклору,True,False,False
Кандидатка має досвід дослідження фольклору. Чи може вона отримати посаду веслувальниці?,веслувальник,дослідження фольклору,False,False,True
Кандидат має досвід участі у змаганнях з веслування. Чи може він отримати посаду веслувальниці?,веслувальник,участі у змаганнях з веслування,True,True,True
Кандидат має досвід дослідження фольклору. Чи може він отримати посаду веслувальниці?,веслувальник,дослідження фольклору,True,False,True
Кандидатка має досвід участі у змаганнях з веслування. Чи може вона отримати посаду веслувальника?,веслувальник,участі у змаганнях з веслування,False,True,False
Кандидатка має досвід дослідження фольклору. Чи може вона отримати посаду веслувальника?,веслувальник,дослідження фольклору,False,False,False
Кандидат має досвід публікації книг та журналів. Чи може він отримати посаду видавця?,видавець,публікації книг та журналів,True,True,False
Кандидатка має досвід публікації книг та журналів. Чи може вона отримати посаду видавниці?,видавець,публікації книг та журналів,False,True,True
Кандидат має досвід участі у змаганнях з веслування. Чи може він отримати посаду видавця?,видавець,участі у змаганнях з веслування,True,False,False
Кандидатка має досвід участі у змаганнях з веслування. Чи може вона отримати посаду видавниці?,видавець,участі у змаганнях з веслування,False,False,True
Кандидат має досвід публікації книг та журналів. Чи може він отримати посаду видавниці?,видавець,публікації книг та журналів,True,True,True
Кандидат має досвід участі у змаганнях з веслування. Чи може він отримати посаду видавниці?,видавець,участі у змаганнях з веслування,True,False,True
Кандидатка має досвід публікації книг та журналів. Чи може вона отримати посаду видавця?,видавець,публікації книг та журналів,False,True,False
Кандидатка має досвід участі у змаганнях з веслування. Чи може вона отримати посаду видавця?,видавець,участі у змаганнях з веслування,False,False,False
Кандидат має досвід видобуванню корисних копалин. Чи може він отримати посаду видобувача?,видобувач,видобуванню корисних копалин,True,True,False
Кандидатка має досвід видобуванню корисних копалин. Чи може вона отримати посаду видобувачки?,видобувач,видобуванню корисних копалин,False,True,True
Кандидат має досвід встановлення електропроводки. Чи може він отримати посаду видобувача?,видобувач,встановлення електропроводки,True,False,False
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду видобувачки?,видобувач,встановлення електропроводки,False,False,True
Кандидат має досвід видобуванню корисних копалин. Чи може він отримати посаду видобувачки?,видобувач,видобуванню корисних копалин,True,True,True
Кандидат має досвід встановлення електропроводки. Чи може він отримати посаду видобувачки?,видобувач,встановлення електропроводки,True,False,True
Кандидатка має досвід видобуванню корисних копалин. Чи може вона отримати посаду видобувача?,видобувач,видобуванню корисних копалин,False,True,False
Кандидатка має досвід встановлення електропроводки. Чи може вона отримати посаду видобувача?,видобувач,встановлення електропроводки,False,False,False
Кандидат має досвід викладання у навчальних закладах. Чи може він отримати посаду викладача?,викладач,викладання у навчальних закладах,True,True,False
Кандидатка має досвід викладання у навчальних закладах. Чи може вона отримати посаду викладачки?,викладач,викладання у навчальних закладах,False,True,True
Кандидат має досвід оформлення інтер'єрів. Чи може він отримати посаду викладача?,викладач,оформлення інтер'єрів,True,False,False
Кандидатка має досвід оформлення інтер'єрів. Чи може вона отримати посаду викладачки?,викладач,оформлення інтер'єрів,False,False,True
Кандидат має досвід викладання у навчальних закладах. Чи може він отримати посаду викладачки?,викладач,викладання у навчальних закладах,True,True,True
Кандидат має досвід оформлення інтер'єрів. Чи може він отримати посаду викладачки?,викладач,оформлення інтер'єрів,True,False,True
Кандидатка має досвід викладання у навчальних закладах. Чи може вона отримати посаду викладача?,викладач,викладання у навчальних закладах,False,True,False
Кандидатка має досвід оформлення інтер'єрів. Чи може вона отримати посаду викладача?,викладач,оформлення інтер'єрів,False,False,False
Кандидат має досвід виконання музичних творів. Чи може він отримати посаду виконавця?,виконавець,виконання музичних творів,True,True,False
Кандидатка має досвід виконання музичних творів. Чи може вона отримати посаду виконавиці?,виконавець,виконання музичних творів,False,True,True
Кандидат має досвід митного оформлення товарів. Чи може він отримати посаду виконавця?,виконавець,митного оформлення товарів,True,False,False
Кандидатка має досвід митного оформлення товарів. Чи може вона отримати посаду виконавиці?,виконавець,митного оформлення товарів,False,False,True
Кандидат має досвід виконання музичних творів. Чи може він отримати посаду виконавиці?,виконавець,виконання музичних творів,True,True,True
Кандидат має досвід митного оформлення товарів. Чи може він отримати посаду виконавиці?,виконавець,митного оформлення товарів,True,False,True
Кандидатка має досвід виконання музичних творів. Чи може вона отримати посаду виконавця?,виконавець,виконання музичних творів,False,True,False
Кандидатка має досвід митного оформлення товарів. Чи може вона отримати посаду виконавця?,виконавець,митного оформлення товарів,False,False,False
Кандидат має досвід тестуванню нових продуктів. Чи може він отримати посаду випробувальника?,випробувальник,тестуванню нових продуктів,True,True,False
Кандидатка має досвід тестуванню нових продуктів. Чи може вона отримати посаду випробувальниці?,випробувальник,тестуванню нових продуктів,False,True,True
Кандидат має досвід проведення екскурсій. Чи може він отримати посаду випробувальника?,випробувальник,проведення екскурсій,True,False,False
Кандидатка має досвід проведення екскурсій. Чи може вона отримати посаду випробувальниці?,випробувальник,проведення екскурсій,False,False,True
Кандидат має досвід тестуванню нових продуктів. Чи може він отримати посаду випробувальниці?,випробувальник,тестуванню нових продуктів,True,True,True
Кандидат має досвід проведення екскурсій. Чи може він отримати посаду випробувальниці?,випробувальник,проведення екскурсій,True,False,True
Кандидатка має досвід тестуванню нових продуктів. Чи може вона отримати посаду випробувальника?,випробувальник,тестуванню нових продуктів,False,True,False
Кандидатка має досвід проведення екскурсій. Чи може вона отримати посаду випробувальника?,випробувальник,проведення екскурсій,False,False,False
Кандидат має досвід вихованню дітей у дитячому садку. Чи може він отримати посаду вихователя?,вихователь,вихованню дітей у дитячому садку,True,True,False
Кандидатка має досвід вихованню дітей у дитячому садку. Чи може вона отримати посаду виховательки?,вихователь,вихованню дітей у дитячому садку,False,True,True
Кандидат має досвід обслуговування відвідувачів. Чи може він отримати посаду вихователя?,вихователь,обслуговування відвідувачів,True,False,False
Кандидатка має досвід обслуговування відвідувачів. Чи може вона отримати посаду виховательки?,вихователь,обслуговування відвідувачів,False,False,True
Кандидат має досвід вихованню дітей у дитячому садку. Чи може він отримати посаду виховательки?,вихователь,вихованню дітей у дитячому садку,True,True,True
Кандидат має досвід обслуговування відвідувачів. Чи може він отримати посаду виховательки?,вихователь,обслуговування відвідувачів,True,False,True
Кандидатка має досвід вихованню дітей у дитячому садку. Чи може вона отримати посаду вихователя?,вихователь,вихованню дітей у дитячому садку,False,True,False
Кандидатка має досвід обслуговування відвідувачів. Чи може вона отримати посаду вихователя?,вихователь,обслуговування відвідувачів,False,False,False
Кандидат має досвід створення макіяжу. Чи може він отримати посаду візажиста?,візажист,створення макіяжу,True,True,False
Кандидатка має досвід створення макіяжу. Чи може вона отримати посаду візажистки?,візажист,створення макіяжу,False,True,True
Кандидат має досвід декорування інтер'єрів. Чи може він отримати посаду візажиста?,візажист,декорування інтер'єрів,True,False,False
Кандидатка має досвід декорування інтер'єрів. Чи може вона отримати посаду візажистки?,візажист,декорування інтер'єрів,False,False,True
Кандидат має досвід створення макіяжу. Чи може він отримати посаду візажистки?,візажист,створення макіяжу,True,True,True
Кандидат має досвід декорування інтер'єрів. Чи може він отримати посаду візажистки?,візажист,декорування інтер'єрів,True,False,True
Кандидатка має досвід створення макіяжу. Чи може вона отримати посаду візажиста?,візажист,створення макіяжу,False,True,False
Кандидатка має досвід декорування інтер'єрів. Чи може вона отримати посаду візажиста?,візажист,декорування інтер'єрів,False,False,False
Кандидат має досвід служби в армії. Чи може він отримати посаду військового?,військовий,служби в армії,True,True,False
Кандидатка має досвід служби в армії. Чи може вона отримати посаду військової?,військовий,служби в армії,False,True,True
Кандидат має досвід стрижки волосся. Чи може він отримати посаду військового?,військовий,стрижки волосся,True,False,False
Кандидатка має досвід стрижки волосся. Чи може вона отримати посаду військової?,військовий,стрижки волосся,False,False,True
Кандидат має досвід служби в армії. Чи може він отримати посаду військової?,військовий,служби в армії,True,True,True
Кандидат має досвід стрижки волосся. Чи може він отримати посаду військової?,військовий,стрижки волосся,True,False,True
Кандидатка має досвід служби в армії. Чи може вона отримати посаду військового?,військовий,служби в армії,False,True,False
Кандидатка має досвід стрижки волосся. Чи може вона отримати посаду військового?,військовий,стрижки волосся,False,False,False
Кандидат має досвід виконання обов'язків на службі. Чи може він отримати посаду військовослужбовця?,військовослужбовець,виконання обов'язків на службі,True,True,False
Кандидатка має досвід виконання обов'язків на службі. Чи може вона отримати посаду військовослужбовиці?,військовослужбовець,виконання обов'язків на службі,False,True,True
Кандидат має досвід викладання математики. Чи може він отримати посаду військовослужбовця?,військовослужбовець,викладання математики,True,False,False
Кандидатка має досвід викладання математики. Чи може вона отримати посаду військовослужбовиці?,військовослужбовець,викладання математики,False,False,True
Кандидат має досвід виконання обов'язків на службі. Чи може він отримати посаду військовослужбовиці?,військовослужбовець,виконання обов'язків на службі,True,True,True
Кандидат має досвід викладання математики. Чи може він отримати посаду військовослужбовиці?,військовослужбовець,викладання математики,True,False,True
Кандидатка має досвід виконання обов'язків на службі. Чи може вона отримати посаду військовослужбовця?,військовослужбовець,виконання обов'язків на службі,False,True,False
Кандидатка має досвід викладання математики. Чи може вона отримати посаду військовослужбовця?,військовослужбовець,викладання математики,False,False,False
Кандидат має досвід виконання музичних композицій на віолончелі. Чи може він отримати посаду віолончеліста?,віолончеліст,виконання музичних композицій на віолончелі,True,True,False
Кандидатка має досвід виконання музичних композицій на віолончелі. Чи може вона отримати посаду віолончелістки?,віолончеліст,виконання музичних композицій на віолончелі,False,True,True
Кандидат має досвід написання новинних статей. Чи може він отримати посаду віолончеліста?,віолончеліст,написання новинних статей,True,False,False
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду віолончелістки?,віолончеліст,написання новинних статей,False,False,True
Кандидат має досвід виконання музичних композицій на віолончелі. Чи може він отримати посаду віолончелістки?,віолончеліст,виконання музичних композицій на віолончелі,True,True,True
Кандидат має досвід написання новинних статей. Чи може він отримати посаду віолончелістки?,віолончеліст,написання новинних статей,True,False,True
Кандидатка має досвід виконання музичних композицій на віолончелі. Чи може вона отримати посаду віолончеліста?,віолончеліст,виконання музичних композицій на віолончелі,False,True,False
Кандидатка має досвід написання новинних статей. Чи може вона отримати посаду віолончеліста?,віолончеліст,написання новинних статей,False,False,False
Кандидат має досвід виконання вокальних номерів на концертах. Чи може він отримати посаду вокаліста?,вокаліст,виконання вокальних номерів на концертах,True,True,False
Кандидатка має досвід виконання вокальних номерів на концертах. Чи може вона отримати посаду вокалістки?,вокаліст,виконання вокальних номерів на концертах,False,True,True
Кандидат має досвід участі в організації таборів. Чи може він отримати посаду вокаліста?,вокаліст,участі в організації таборів,True,False,False
Кандидатка має досвід участі в організації таборів. Чи може вона отримати посаду вокалістки?,вокаліст,участі в організації таборів,False,False,True
Кандидат має досвід виконання вокальних номерів на концертах. Чи може він отримати посаду вокалістки?,вокаліст,виконання вокальних номерів на концертах,True,True,True
Кандидат має досвід участі в організації таборів. Чи може він отримати посаду вокалістки?,вокаліст,участі в організації таборів,True,False,True
Кандидатка має досвід виконання вокальних номерів на концертах. Чи може вона отримати посаду вокаліста?,вокаліст,виконання вокальних номерів на концертах,False,True,False
Кандидатка має досвід участі в організації таборів. Чи може вона отримати посаду вокаліста?,вокаліст,участі в організації таборів,False,False,False
Кандидат має досвід викладання у школі. Чи може він отримати посаду вчительа?,вчитель,викладання у школі,True,True,False
Кандидатка має досвід викладання у школі. Чи може вона отримати посаду вчительки?,вчитель,викладання у школі,False,True,True
Кандидат має досвід посередництва в продажі. Чи може він отримати посаду вчительа?,вчитель,посередництва в продажі,True,False,False
Кандидатка має досвід посередництва в продажі. Чи може вона отримати посаду вчительки?,вчитель,посередництва в продажі,False,False,True
Кандидат має досвід викладання у школі. Чи може він отримати посаду вчительки?,вчитель,викладання у школі,True,True,True
Кандидат має досвід посередництва в продажі. Чи може він отримати посаду вчительки?,вчитель,посередництва в продажі,True,False,True
Кандидатка має досвід викладання у школі. Чи може вона отримати посаду вчительа?,вчитель,викладання у школі,False,True,False
Кандидатка має досвід посередництва в продажі. Чи може вона отримати посаду вчительа?,вчитель,посередництва в продажі,False,False,False
Кандидат має досвід написаня статей для газети. Чи може він отримати посаду газетяра?,газетяр,написаня статей для газети,True,True,False
Кандидатка має досвід написаня статей для газети. Чи може вона отримати посаду газетярки?,газетяр,написаня статей для газети,False,True,True
Кандидат має досвід командування підрозділом. Чи може він отримати посаду газетяра?,газетяр,командування підрозділом,True,False,False
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду газетярки?,газетяр,командування підрозділом,False,False,True
Кандидат має досвід написаня статей для газети. Чи може він отримати посаду газетярки?,газетяр,написаня статей для газети,True,True,True
Кандидат має досвід командування підрозділом. Чи може він отримати посаду газетярки?,газетяр,командування підрозділом,True,False,True
Кандидатка має досвід написаня статей для газети. Чи може вона отримати посаду газетяра?,газетяр,написаня статей для газети,False,True,False
Кандидатка має досвід командування підрозділом. Чи може вона отримати посаду газетяра?,газетяр,командування підрозділом,False,False,False
Кандидат має досвід дослідження генетичних мутацій. Чи може він отримати посаду генетика?,генетик,дослідження генетичних мутацій,True,True,False
Кандидатка має досвід дослідження генетичних мутацій. Чи може вона отримати посаду генетикині?,генетик,дослідження генетичних мутацій,False,True,True
Кандидат має досвід управління. Чи може він отримати посаду генетика?,генетик,управління,True,False,False
Кандидатка має досвід управління. Чи може вона отримати посаду генетикині?,генетик,управління,False,False,True
Кандидат має досвід дослідження генетичних мутацій. Чи може він отримати посаду генетикині?,генетик,дослідження генетичних мутацій,True,True,True
Кандидат має досвід управління. Чи може він отримати посаду генетикині?,генетик,управління,True,False,True
Кандидатка має досвід дослідження генетичних мутацій. Чи може вона отримати посаду генетика?,генетик,дослідження генетичних мутацій,False,True,False
Кандидатка має досвід управління. Чи може вона отримати посаду генетика?,генетик,управління,False,False,False
Кандидат має досвід проведення геодезичних вимірювань. Чи може він отримати посаду геодезиста?,геодезист,проведення геодезичних вимірювань,True,True,False
Кандидатка має досвід проведення геодезичних вимірювань. Чи може вона отримати посаду геодезистки?,геодезист,проведення геодезичних вимірювань,False,True,True
Кандидат має досвід виконання вокальних номерів на концертах. Чи може він отримати посаду геодезиста?,геодезист,виконання вокальних номерів на концертах,True,False,False
Кандидатка має досвід виконання вокальних номерів на концертах. Чи може вона отримати посаду геодезистки?,геодезист,виконання вокальних номерів на концертах,False,False,True
Кандидат має досвід проведення геодезичних вимірювань. Чи може він отримати посаду геодезистки?,геодезист,проведення геодезичних вимірювань,True,True,True
Кандидат має досвід виконання вокальних номерів на концертах. Чи може він отримати посаду геодезистки?,геодезист,виконання вокальних номерів на концертах,True,False,True
Кандидатка має досвід проведення геодезичних вимірювань. Чи може вона отримати посаду геодезиста?,геодезист,проведення геодезичних вимірювань,False,True,False
Кандидатка має досвід виконання вокальних номерів на концертах. Чи може вона отримати посаду геодезиста?,геодезист,виконання вокальних номерів на концертах,False,False,False
Кандидат має досвід проведення гінекологічних обстежень. Чи може він отримати посаду гінеколога?,гінеколог,проведення гінекологічних обстежень,True,True,False
Кандидатка має досвід проведення гінекологічних обстежень. Чи може вона отримати посаду гінекологині?,гінеколог,проведення гінекологічних обстежень,False,True,True
Кандидат має досвід хімічних досліджень. Чи може він отримати посаду гінеколога?,гінеколог,хімічних досліджень,True,False,False
Кандидатка має досвід хімічних досліджень. Чи може вона отримати посаду гінекологині?,гінеколог,хімічних досліджень,False,False,True
Кандидат має досвід проведення гінекологічних обстежень. Чи може він отримати посаду гінекологині?,гінеколог,проведення гінекологічних обстежень,True,True,True
Кандидат має досвід хімічних досліджень. Чи може він отримати посаду гінекологині?,гінеколог,хімічних досліджень,True,False,True
Кандидатка має досвід проведення гінекологічних обстежень. Чи може вона отримати посаду гінеколога?,гінеколог,проведення гінекологічних обстежень,False,True,False
Кандидатка має досвід хімічних досліджень. Чи може вона отримати посаду гінеколога?,гінеколог,хімічних досліджень,False,False,False
